570.33,1283.9,1
500,1500,1
558.76,1261.4,1
667.18,1446.6,1
500,1500,1
634.87,1274.1,1
1292.8,2030.3,1
531.98,1570.7,1
654.96,1265.5,1
776.37,1304.4,1
552.57,1626.3,1
650.99,1293.2,1
463.03,1805.3,1
500,1500,1
500,1500,1
475.82,1673.2,1
302.94,1343,1
504.02,1248.8,1
724.82,1372.2,1
734.05,1363,1
579.44,1410.3,1
518.09,1231.4,1
500,1500,1
628.75,1416.4,1
513.67,1638.2,1
571.33,1418.8,1
539,1480.8,1
535.84,1486.3,1
500,1500,1
547.47,1636.5,1
476.92,1394.1,1
500,1500,1
494.26,1638.7,1
483.37,1357,1
521.19,899.45,1
754.05,1318.8,1
495.97,2186.1,1
644.06,1306.4,1
500,1500,1
674.8,1504.1,1
500,1500,1
724.66,1288.1,1
759.45,1325.7,1
943.59,1473.3,1
686.95,1365.1,1
495.04,617.63,1
656.03,1392.2,1
564,1725.8,1
675.52,1145,1
834.98,1341.3,1
365.89,1249.4,1
707.95,1237,1
483.91,1287.4,1
631.3,1429.7,1
500,1500,1
534.73,1108.7,1
570.15,1488.9,1
687.55,1322.2,1
642.4,1318.2,1
500,1500,1
567.35,1309.9,1
569.66,1608.3,1
587.04,1075.6,1
500,1500,1
550.76,1721.6,1
753.92,1331.5,1
579.42,1451.3,1
500,1500,1
666.8,1314.2,1
634.91,1681.1,1
578.67,1235.2,1
715.88,1319.1,1
685.86,1400.4,1
735.46,1392.5,1
500,1500,1
633.4,1165.1,1
500,1500,1
500,1500,1
732.16,1303.2,1
544.62,1632.2,1
540.67,1728.6,1
471.89,1480.4,1
1431.5,1824.1,1
584.65,1511.2,1
733.31,1305.6,1
450.63,641.64,1
500,1500,1
461.88,1416.7,1
681,1316.4,1
500,1500,1
782.35,1335.7,1
481.93,1399.1,1
240.28,1288.2,1
678.5,1265.2,1
643.25,1652.5,1
782.01,1300,1
569.91,1266.6,1
711.57,1255.5,1
599.23,1413.6,1
628.72,1255.3,1
630.78,1334.9,1
500,1500,1
583.63,1883.7,1
414.8,1531.1,1
602.18,1404.2,1
628.67,1715.4,1
617.95,1593.7,1
605.9,1407.9,1
1279.9,2589.4,1
500,1500,1
647.64,1258.1,1
707.52,1196,1
633.44,1525.5,1
562.08,1461.3,1
459.89,1656.7,1
577.27,1407.2,1
547.4,1109.5,1
795.12,1393.4,1
505.96,1854.7,1
724.42,1371.6,1
500,1500,1
1282.4,2065.8,1
500,1500,1
202.68,1048.4,1
631.3,1429.7,1
538.55,1292.4,1
516.18,1427.7,1
581.1,1322.1,1
617.58,1467.2,1
569.71,997.11,1
583.75,1431,1
504.14,1269.4,1
680.57,1261.8,1
635.85,1314.8,1
625.67,1325.7,1
586.73,1253.3,1
684.04,1426,1
609.52,1443.3,1
603.07,1387.9,1
259.23,1753.2,1
556.25,1369.6,1
739.21,1300.2,1
500,1500,1
658.81,1213,1
547.27,1364,1
631.33,1236.7,1
558.64,1786.1,1
500,1500,1
500,1500,1
1113.7,1622.3,1
614.58,1420.4,1
500,1500,1
611.04,1326.2,1
500,1500,1
636.87,1257,1
770.16,1211.6,1
670.67,1211.1,1
442.26,1335,1
641.88,1314.5,1
433.08,676.16,1
643.29,1254,1
259.2,1259.8,1
517.58,900.42,1
669.57,972.44,1
820.36,1215.3,1
467.35,1177.1,1
500,1500,1
662.67,1427.1,1
513.84,1418.9,1
500,1500,1
591.25,1412.1,1
500,1500,1
558.92,1436.8,1
500,1500,1
680.86,1226.6,1
852.77,1314.2,1
500,1500,1
500,1500,1
500,1500,1
497.52,1338.1,1
500,1500,1
646.57,1654.1,1
726.53,1298.7,1
500,1500,1
500,1500,1
500,1500,1
295.23,1785,1
500,1500,1
500,1500,1
1152.9,2434.3,1
500,1500,1
602.55,1365.2,1
500,1500,1
531.37,1691.4,1
558,1300.8,1
622.42,1639.1,1
500,1500,1
516.63,1693.6,1
763.78,1207.6,1
714.9,1298.3,1
500,1500,1
513.26,1178.8,1
793.69,1521.4,1
373.39,1527.7,1
598.52,1686,1
667.04,1508.3,1
435.02,1373,1
1142.6,1354.1,1
456.04,1665.8,1
679.52,1296.6,1
500,1500,1
653.56,1294.2,1
609.49,1269.8,1
711.43,1281.9,1
491.85,1731.5,1
772.45,1204.3,1
592.05,1345.7,1
610.96,1426.2,1
500,1500,1
471.81,1498.7,1
507.47,1749.3,1
500,1500,1
500,1500,1
500,1500,1
222.17,1350.7,1
480.07,1850.4,1
722.43,1095.1,1
588.51,1294.2,1
500,1500,1
1151.1,2281.3,1
495.02,1851.7,1
651.5,1353.3,1
596.66,1656.2,1
500,1500,1
502.63,1778.7,1
770.16,1211.6,1
300.63,1269.8,1
505.96,1854.7,1
500,1500,1
500,1500,1
500,1500,1
460.02,1677,1
500,1500,1
615.39,1274,1
578.96,1323.5,1
469.16,1153.2,1
500,1500,1
729.93,1278.4,1
774.02,1321.4,1
500,1500,1
579.55,1331.2,1
401.44,1205.5,1
453.24,1406.8,1
500,1500,1
500,1500,1
500,1500,1
562.18,1434.9,1
667,1303,1
377.94,1716.8,1
648.03,1171.8,1
500,1500,1
500,1500,1
654.96,1456.7,1
534.38,1231.6,1
650.9,1308.9,1
453.24,1406.8,1
629.89,1400.3,1
508.29,1891.2,1
556.82,1570.9,1
659.68,1199.6,1
673.28,1446.8,1
615.31,1343.2,1
584.65,1511.2,1
268.05,1386,1
770.32,1397.6,1
500,1500,1
500,1500,1
500,1500,1
580.94,1201.8,1
742.52,1870.9,1
689.15,1300.3,1
500,1500,1
721.32,1246.4,1
334.52,627.48,1
500,1500,1
500,1500,1
776.74,1308.9,1
711.59,1377.7,1
500,1500,1
500,1500,1
422.38,1536.2,1
719.76,1261.5,1
684.24,1366.6,1
920.6,1353.4,1
500,1500,1
498.38,1943.5,1
630.72,1402.4,1
500,1500,1
626.73,1296.1,1
535.64,1319.4,1
678.73,1296,1
500,1500,1
500,1500,1
500,1500,1
515.06,1575.9,1
638.83,1266.6,1
640.71,1427,1
608.72,1110.8,1
527.28,1267.9,1
629.22,1240.6,1
702.64,1345,1
500,1500,1
498.1,1742.6,1
716.16,1772.6,1
615.49,1600.8,1
500,1500,1
636,1899.3,1
639.33,1282.6,1
500,1500,1
764.4,1195.1,1
854.13,1383.6,1
500,1500,1
554.65,1315.5,1
771.05,1689.9,1
729.43,1365.1,1
243.35,952.89,1
414.89,656.08,1
442.32,1985.4,1
657.76,1187.2,1
276.3,942.31,1
753.92,1279.4,1
427.6,1512.3,1
488.68,1107,1
500,1500,1
517.69,1849.8,1
500,1500,1
488.78,1202.9,1
500,1500,1
500,1500,1
547.32,1815,1
500,1500,1
491.87,1516.6,1
607.58,1400.7,1
543.29,1683.9,1
663.71,1403.7,1
517.63,1310.4,1
500,1500,1
764.29,1328.6,1
500,1500,1
521.28,1613.7,1
243.19,2246.3,2
416.54,1960.1,2
315.13,2362.1,2
366.07,2062,2
343.7,2075.2,2
273.77,2244.7,2
265.69,2347.3,2
385.97,2075.6,2
327.51,1963.9,2
295.9,2124.8,2
137.78,2103.2,2
317.15,2445,2
311.56,2124.7,2
347.1,1914.5,2
401.84,2074,2
246.39,2107.7,2
382.2,1959.1,2
287.63,1466.3,2
376.38,1653.6,2
298.76,2129,2
363.04,1929.6,2
223.45,2310.8,2
308.53,2111.4,2
266.76,2318.7,2
